6.59	11.52	-47.29	-14.33	43.29	10.33	
5.18	10.42	-40.98	-15.10	36.98	11.10	
3.86	8.23	-33.22	-13.91	27.22	7.91	
2.38	7.15	-26.84	-14.92	20.84	8.92	
1.94	7.03	-25.44	-15.72	19.44	9.72	
2.37	6.55	-24.30	-12.46	20.30	8.46	
3.00	6.70	-26.25	-11.26	22.25	7.26	
3.56	7.17	-28.83	-11.03	24.83	7.03	
2.64	6.34	-24.44	-11.24	20.44	7.24	
2.58	6.80	-25.44	-12.56	21.44	8.56	
3.37	5.67	-24.61	-7.76	20.61	3.76	
2.72	5.84	-23.41	-9.81	19.41	5.81	
1.17	5.14	-17.77	-11.93	13.77	7.93	
2.74	6.22	-24.40	-10.71	20.40	6.71	
3.73	6.61	-28.85	-10.22	22.85	4.22	
3.76	6.73	-29.24	-10.42	23.24	4.42	
2.45	4.07	-18.29	-6.06	14.29	2.06	
-1.60	3.00	-5.52	-13.50	1.52	9.50	
-1.40	2.91	-5.76	-12.78	1.76	8.78	
1.79	4.99	-18.95	-9.99	14.95	5.99	
0.48	4.69	-14.91	-12.52	10.91	8.52	
0.08	3.69	-11.42	-11.01	7.42	7.01	
-0.17	5.18	-14.52	-15.38	10.52	11.38	
1.02	5.15	-17.44	-12.32	13.44	8.32	
-0.04	3.72	-11.21	-11.40	7.21	7.40	
1.22	5.06	-17.69	-11.58	13.69	7.58	
0.87	4.91	-16.45	-12.12	12.45	8.12	
0.39	4.31	-14.75	-12.81	8.75	6.81	
0.07	4.13	-12.49	-12.15	8.49	8.15	
-0.52	3.50	-9.46	-12.04	5.46	8.04	
-0.19	3.71	-10.81	-11.75	6.81	7.75	
0.08	4.40	-13.22	-12.79	9.22	8.79	
0.05	4.81	-14.14	-13.92	10.14	9.92	
-0.17	4.64	-13.19	-14.03	9.19	10.03	
-0.64	3.66	-9.54	-12.76	5.54	8.76	
-0.08	3.99	-11.77	-12.17	7.77	8.17	
0.11	4.48	-13.47	-12.92	9.47	8.92	
0.35	4.05	-13.00	-11.26	9.00	7.26	
0.40	4.71	-14.78	-12.78	10.78	8.78	
0.51	5.65	-18.39	-15.84	12.39	9.84	
0.49	5.37	-17.63	-15.20	11.63	9.20	
0.12	4.22	-12.83	-12.25	8.83	8.25	
0.68	4.39	-14.65	-11.28	10.65	7.28	
0.42	4.35	-13.93	-11.84	9.93	7.84	
-0.50	3.57	-9.67	-12.19	5.67	8.19	
-0.46	3.68	-10.04	-12.34	6.04	8.34	
-0.61	4.27	-11.15	-14.19	7.15	10.19	
0.90	5.45	-17.87	-13.38	13.87	9.38	
1.86	5.85	-21.28	-11.98	17.28	7.98	
1.41	5.34	-18.87	-11.83	14.87	7.83	
0.73	5.16	-16.74	-13.07	12.74	9.07	
0.48	5.01	-16.71	-14.33	10.71	8.33	
0.01	4.30	-13.78	-13.73	7.78	7.73	
0.73	4.10	-14.08	-10.44	10.08	6.44	
1.27	5.11	-17.96	-11.58	13.96	7.58	
0.85	5.10	-16.87	-12.64	12.87	8.64	
-0.53	4.32	-11.48	-14.14	7.48	10.14	
0.52	5.03	-15.87	-13.28	11.87	9.28	
0.64	4.98	-16.05	-12.85	12.05	8.85	
1.48	5.23	-18.76	-11.38	14.76	7.38	
1.52	5.87	-20.47	-12.89	16.47	8.89	
1.82	6.06	-21.71	-12.60	17.71	8.60	
1.14	5.38	-18.29	-12.60	14.29	8.60	
1.40	5.52	-20.29	-13.30	14.29	7.30	
0.74	4.51	-16.12	-12.41	10.12	6.41	
1.07	4.51	-16.95	-11.62	10.95	5.62	
0.76	4.48	-15.08	-11.30	11.08	7.30	
0.66	4.37	-14.59	-11.27	10.59	7.27	
1.00	4.51	-15.78	-10.79	11.78	6.79	
1.38	5.01	-17.97	-11.09	13.97	7.09	
1.44	5.39	-19.08	-11.89	15.08	7.89	
1.89	5.90	-21.49	-12.02	17.49	8.02	
1.43	5.25	-18.70	-11.54	14.70	7.54	
1.37	4.89	-17.66	-10.81	13.66	6.81	
1.57	5.03	-19.52	-11.65	13.52	5.65	
1.57	5.24	-20.03	-12.18	14.03	6.18	
1.37	5.35	-19.79	-12.96	13.79	6.96	
1.34	5.42	-19.90	-13.20	13.90	7.20	
1.88	5.64	-20.80	-11.39	16.80	7.39	
3.11	6.59	-26.24	-10.70	22.24	6.70	
2.73	6.52	-25.12	-11.46	21.12	7.46	
2.08	5.88	-21.90	-11.52	17.90	7.52	
1.54	5.15	-18.73	-11.04	14.73	7.04	
1.35	5.01	-17.90	-11.16	13.90	7.16	
1.09	4.87	-16.90	-11.44	12.90	7.44	
1.05	4.63	-16.20	-10.97	12.20	6.97	
1.78	4.93	-19.77	-10.85	13.77	4.85	
2.36	5.38	-22.33	-10.55	16.33	4.55	
2.37	5.57	-22.86	-11.00	16.86	5.00	
1.90	5.24	-20.85	-11.37	14.85	5.37	
2.65	5.92	-23.40	-10.18	19.40	6.18	
2.12	5.46	-20.95	-10.36	16.95	6.36	
1.95	5.33	-20.22	-10.45	16.22	6.45	
2.18	5.66	-21.60	-10.69	17.60	6.69	
2.40	5.87	-22.66	-10.68	18.66	6.68	
2.47	5.86	-22.81	-10.48	18.81	6.48	
2.47	5.92	-22.96	-10.62	18.96	6.62	
2.91	6.33	-25.10	-10.56	21.10	6.56	
2.51	5.91	-23.05	-10.50	19.05	6.50	
2.14	5.62	-22.41	-11.69	16.41	5.69	
2.36	5.69	-23.12	-11.31	17.12	5.31	
2.30	5.58	-21.69	-10.19	17.69	6.19	
2.42	5.77	-22.47	-10.38	18.47	6.38	
3.16	6.58	-26.37	-10.54	22.37	6.54	
2.07	5.37	-20.62	-10.25	16.62	6.25	
2.73	5.79	-23.29	-9.65	19.29	5.65	
2.74	5.67	-23.03	-9.33	19.03	5.33	
2.89	6.04	-24.33	-9.86	20.33	5.86	
3.38	6.51	-26.73	-9.82	22.73	5.82	
3.06	6.42	-25.70	-10.40	21.70	6.40	
3.00	6.34	-25.34	-10.36	21.34	6.36	
2.69	5.84	-24.31	-10.88	18.31	4.88	
2.77	5.87	-24.61	-10.75	18.61	4.75	
2.50	5.70	-23.51	-10.99	17.51	4.99	
2.77	5.84	-23.52	-9.69	19.52	5.69	
3.29	6.33	-26.04	-9.61	22.04	5.61	
3.15	6.41	-25.90	-10.16	21.90	6.16	
3.54	7.11	-28.65	-10.92	24.65	6.92	
2.87	6.59	-25.64	-11.29	21.64	7.29	
3.00	6.55	-25.87	-10.89	21.87	6.89	
2.63	5.78	-23.03	-9.89	19.03	5.89	
3.06	5.98	-24.59	-9.31	20.59	5.31	
2.58	5.81	-22.98	-10.05	18.98	6.05	
3.07	6.45	-26.79	-11.44	20.79	5.44	
3.23	6.84	-28.18	-12.04	22.18	6.04	
3.65	6.60	-27.61	-9.37	23.61	5.37	
3.51	6.15	-26.13	-8.60	22.13	4.60	
2.70	5.85	-23.38	-9.89	19.38	5.89	
2.52	5.46	-21.96	-9.35	17.96	5.35	
2.66	5.43	-22.23	-8.94	18.23	4.94	
5.14	7.84	-34.44	-8.75	30.44	4.75	
4.49	8.54	-34.59	-12.12	30.59	8.12	
3.57	7.31	-29.20	-11.36	25.20	7.36	
2.67	6.17	-24.12	-10.74	20.12	6.74	
1.40	9.51	-29.28	-22.28	25.28	18.28	
-0.17	2.46	-8.73	-9.57	2.73	3.57	
0.29	3.46	-12.38	-10.92	6.38	4.92	
2.36	3.22	-16.95	-5.16	10.95	-0.84	
3.50	7.29	-28.97	-11.49	24.97	7.49	
5.94	11.13	-44.69	-14.97	40.69	10.97	
5.47	8.39	-36.63	-9.31	32.63	5.31	
4.07	4.98	-24.63	-4.28	20.63	0.28	
3.77	6.02	-26.47	-7.60	22.47	3.60	
2.02	5.93	-21.88	-11.76	17.88	7.76	
3.98	6.91	-29.22	-9.33	25.22	5.33	
3.15	5.54	-23.72	-7.99	19.72	3.99	
3.32	5.61	-24.32	-7.74	20.32	3.74	
2.10	5.37	-21.65	-11.17	15.65	5.17	
4.35	7.46	-32.51	-10.77	26.51	4.77	
5.42	7.93	-36.38	-9.25	30.38	3.25	
4.27	6.25	-28.32	-6.95	24.32	2.95	
2.16	5.68	-21.59	-10.79	17.59	6.79	
1.99	6.03	-22.06	-12.11	18.06	8.11	
2.74	6.76	-25.73	-12.05	21.73	8.05	
2.53	6.96	-25.72	-13.09	21.72	9.09	
1.21	7.32	-23.32	-17.28	19.32	13.28	
2.42	8.42	-29.10	-17.01	25.10	13.01	
2.78	8.00	-28.95	-15.06	24.95	11.06	
3.40	6.99	-27.99	-10.97	23.99	6.97	
3.58	6.42	-26.99	-9.09	22.99	5.09	
4.13	6.37	-29.23	-8.60	23.23	2.60	
5.85	6.37	-33.54	-4.29	27.54	-1.71	
6.89	6.14	-34.57	-0.12	30.57	-3.88	
5.95	5.97	-31.79	-2.06	27.79	-1.94	
5.14	6.98	-32.29	-6.60	28.29	2.60	
4.57	7.04	-31.02	-8.17	27.02	4.17	
5.00	6.96	-31.88	-6.89	27.88	2.89	
4.83	6.64	-30.69	-6.53	26.69	2.53	
3.85	7.49	-30.34	-11.10	26.34	7.10	
1.56	8.25	-26.53	-18.72	22.53	14.72	
4.15	8.05	-32.52	-11.74	28.52	7.74	
5.69	7.28	-34.43	-6.00	30.43	2.00	
7.08	7.22	-38.76	-3.36	32.76	-2.64	
6.75	7.77	-39.28	-5.55	33.28	-0.45	
2.44	6.09	-24.31	-12.12	18.31	6.12	
0.82	3.56	-12.95	-8.84	8.95	4.84	
1.75	6.28	-22.06	-13.33	18.06	9.33	
3.10	7.85	-29.38	-13.87	25.38	9.87	
4.57	9.60	-37.42	-14.58	33.42	10.58	
4.43	7.19	-31.04	-8.90	27.04	4.90	
5.16	7.39	-33.37	-7.56	29.37	3.56	
3.77	7.03	-29.01	-10.16	25.01	6.16	
1.93	6.54	-23.17	-13.55	19.17	9.55	
4.21	6.50	-28.77	-7.72	24.77	3.72	
8.34	5.83	-38.42	3.28	32.42	-9.28	
8.20	8.86	-45.66	-4.65	39.66	-1.35	
4.63	9.31	-37.86	-14.70	31.86	8.70	
-0.20	7.61	-20.51	-21.52	16.51	17.52	
0.66	6.49	-19.89	-16.58	15.89	12.58	
4.51	7.16	-31.17	-8.64	27.17	4.64	
4.52	6.52	-29.60	-6.98	25.60	2.98	
3.98	7.78	-31.40	-11.51	27.40	7.51	
3.52	8.03	-30.87	-13.27	26.87	9.27	
3.53	6.93	-28.16	-10.51	24.16	6.51	
4.52	6.86	-30.47	-7.85	26.47	3.85	
4.36	6.70	-30.65	-8.85	24.65	2.85	
4.17	7.33	-31.75	-10.88	25.75	4.88	
4.36	7.57	-32.82	-11.02	26.82	5.02	
4.18	7.11	-31.22	-10.30	25.22	4.30	
4.30	7.01	-30.27	-8.77	26.27	4.77	
4.39	7.32	-31.28	-9.34	27.28	5.34	
4.25	7.16	-30.52	-9.27	26.52	5.27	
4.61	7.22	-31.57	-8.53	27.57	4.53	
4.16	6.86	-29.57	-8.75	25.57	4.75	
4.08	7.05	-29.84	-9.44	25.84	5.44	
5.07	8.09	-34.91	-9.54	30.91	5.54	
4.18	7.49	-31.19	-10.27	27.19	6.27	
3.22	5.09	-23.78	-7.67	17.78	1.67	
3.22	6.11	-26.32	-10.22	20.32	4.22	
4.53	7.52	-33.12	-10.48	27.12	4.48	
5.04	8.28	-36.30	-11.12	30.30	5.12	
5.03	7.45	-33.21	-8.05	29.21	4.05	
4.04	6.76	-29.01	-8.80	25.01	4.80	
3.70	6.83	-28.31	-9.81	24.31	5.81	
4.03	7.56	-30.98	-10.81	26.98	6.81	
5.00	8.01	-34.53	-9.52	30.53	5.52	
5.54	8.80	-37.85	-10.16	33.85	6.16	
5.27	8.06	-35.34	-8.98	31.34	4.98	
3.70	6.48	-27.45	-8.96	23.45	4.96	
3.34	6.91	-27.62	-10.92	23.62	6.92	
3.97	6.64	-29.53	-9.68	23.53	3.68	
4.63	6.87	-31.76	-8.60	25.76	2.60	
4.44	7.07	-31.77	-9.57	25.77	3.57	
3.91	6.84	-28.87	-9.31	24.87	5.31	
4.22	6.94	-29.90	-8.82	25.90	4.82	
4.04	6.94	-29.45	-9.23	25.45	5.23	
4.57	7.35	-31.80	-8.93	27.80	4.93	
5.21	8.07	-35.20	-9.13	31.20	5.13	
4.97	7.67	-33.58	-8.75	29.58	4.75	
4.07	6.96	-29.58	-9.24	25.58	5.24	
4.36	7.41	-31.43	-9.62	27.43	5.62	
4.74	7.57	-32.77	-9.07	28.77	5.07	
5.04	7.76	-33.99	-8.80	29.99	4.80	
4.35	7.32	-32.16	-10.42	26.16	4.42	
3.95	7.00	-29.37	-9.63	25.37	5.63	
3.93	7.03	-29.40	-9.77	25.40	5.77	
4.37	7.32	-31.21	-9.39	27.21	5.39	
4.10	6.64	-28.84	-8.34	24.84	4.34	
3.12	5.74	-24.15	-8.53	20.15	4.53	
4.39	7.40	-31.49	-9.53	27.49	5.53	
5.42	7.96	-35.46	-8.34	31.46	4.34	
5.08	8.10	-34.94	-9.54	30.94	5.54	
4.61	7.24	-31.62	-8.60	27.62	4.60	
4.18	6.70	-29.21	-8.29	25.21	4.29	
4.04	6.70	-29.84	-9.66	23.84	3.66	
4.16	7.29	-31.62	-10.82	25.62	4.82	
4.66	7.58	-33.59	-10.28	27.59	4.28	
5.00	7.71	-33.78	-8.79	29.78	4.79	
5.15	7.77	-34.30	-8.53	30.30	4.53	
4.56	7.39	-31.88	-9.06	27.88	5.06	
4.18	7.20	-30.46	-9.56	26.46	5.56	
4.78	7.79	-33.41	-9.52	29.41	5.52	
4.76	7.42	-32.44	-8.64	28.44	4.64	
4.82	7.47	-32.72	-8.63	28.72	4.63	
4.94	7.87	-34.04	-9.33	30.04	5.33	
4.52	7.53	-32.11	-9.53	28.11	5.53	
3.95	6.89	-30.08	-10.35	24.08	4.35	
4.63	7.41	-33.10	-9.94	27.10	3.94	
4.17	6.95	-30.78	-9.96	24.78	3.96	
4.41	7.28	-31.23	-9.17	27.23	5.17	
4.36	7.27	-31.07	-9.27	27.07	5.27	
4.61	7.45	-32.15	-9.12	28.15	5.12	
4.83	7.70	-33.32	-9.18	29.32	5.18	
4.51	7.41	-31.80	-9.24	27.80	5.24	
4.36	7.22	-30.95	-9.13	26.95	5.13	
4.90	7.61	-33.27	-8.79	29.27	4.79	
4.54	7.35	-31.74	-9.04	27.74	5.04	
4.83	7.71	-33.35	-9.22	29.35	5.22	
4.78	7.61	-33.99	-10.08	27.99	4.08	
4.94	7.57	-34.28	-9.60	28.28	3.60	
4.79	7.53	-33.80	-9.87	27.80	3.87	
4.69	7.60	-32.70	-9.28	28.70	5.28	
4.50	7.39	-31.71	-9.22	27.71	5.22	
4.10	6.77	-29.17	-8.68	25.17	4.68	
4.59	7.24	-31.58	-8.64	27.58	4.64	
4.64	7.49	-32.33	-9.12	28.33	5.12	
4.55	7.42	-31.93	-9.19	27.93	5.19	
4.47	7.19	-31.17	-8.81	27.17	4.81	
4.92	7.69	-33.54	-8.93	29.54	4.93	
4.26	7.04	-30.24	-8.96	26.24	4.96	
4.57	7.45	-32.03	-9.20	28.03	5.20	
4.50	7.28	-32.44	-9.95	26.44	3.95	
4.13	6.79	-30.29	-9.65	24.29	3.65	
4.52	7.26	-32.43	-9.84	26.43	3.84	
4.52	7.34	-31.67	-9.05	27.67	5.05	
5.01	7.80	-34.01	-8.97	30.01	4.97	
4.70	7.40	-32.25	-8.74	28.25	4.74	
4.32	7.08	-30.50	-8.92	26.50	4.92	
4.30	7.17	-30.67	-9.19	26.67	5.19	
4.63	7.52	-32.37	-9.23	28.37	5.23	
5.17	7.98	-34.88	-9.03	30.88	5.03	
5.03	7.76	-33.97	-8.81	29.97	4.81	
4.43	7.14	-31.92	-9.79	25.92	3.79	
4.63	7.41	-33.11	-9.96	27.11	3.96	
4.69	7.51	-33.49	-10.04	27.49	4.04	
4.80	7.56	-33.91	-9.91	27.91	3.91	
5.00	7.72	-33.79	-8.80	29.79	4.80	
4.81	7.61	-33.06	-9.00	29.06	5.00	
4.45	7.28	-31.32	-9.07	27.32	5.07	
4.53	7.32	-31.63	-8.98	27.63	4.98	
4.85	7.70	-33.38	-9.11	29.38	5.11	
4.41	7.25	-31.15	-9.11	27.15	5.11	
4.62	7.50	-32.30	-9.19	28.30	5.19	
4.45	7.27	-31.31	-9.05	27.31	5.05	
4.65	7.49	-33.33	-10.10	27.33	4.10	
4.37	7.10	-31.66	-9.83	25.66	3.83	
4.01	6.72	-29.83	-9.77	23.83	3.77	
4.44	7.26	-32.25	-10.03	26.25	4.03	
4.71	7.56	-32.69	-9.13	28.69	5.13	
4.51	7.32	-31.58	-9.02	27.58	5.02	
4.91	7.73	-33.58	-9.05	29.58	5.05	
4.63	7.48	-32.29	-9.12	28.29	5.12	
4.54	7.40	-31.84	-9.15	27.84	5.15	
4.93	7.76	-33.71	-9.07	29.71	5.07	
4.84	7.65	-33.24	-9.02	29.24	5.02	
5.08	7.99	-34.67	-9.27	30.67	5.27	
4.80	7.66	-34.14	-10.14	28.14	4.14	
5.21	7.93	-35.85	-9.80	29.85	3.80	
4.79	7.54	-33.80	-9.87	27.80	3.87	
4.80	7.63	-33.07	-9.10	29.07	5.10	
4.95	7.76	-33.78	-9.04	29.78	5.04	
4.01	6.72	-28.84	-8.78	24.84	4.78	
4.15	6.98	-29.82	-9.05	25.82	5.05	
5.13	7.97	-34.75	-9.12	30.75	5.12	
4.60	7.39	-31.98	-8.98	27.98	4.98	
4.54	7.27	-31.53	-8.82	27.53	4.82	
4.40	7.15	-30.87	-8.89	26.87	4.89	
4.56	7.43	-31.99	-9.18	27.99	5.18	
4.87	7.73	-33.49	-9.16	29.49	5.16	
4.52	7.37	-31.73	-9.12	27.73	5.12	
4.62	7.47	-33.22	-10.12	27.22	4.12	
5.14	8.02	-34.89	-9.21	30.89	5.21	
4.56	7.38	-31.86	-9.05	27.86	5.05	
4.39	7.19	-30.95	-9.00	26.95	5.00	
4.49	7.29	-31.45	-9.01	27.45	5.01	
4.49	7.29	-31.46	-8.99	27.46	4.99	
5.03	7.85	-34.20	-9.05	30.20	5.05	
5.12	7.87	-34.46	-8.88	30.46	4.88	
4.76	7.39	-32.38	-8.58	28.38	4.58	
4.76	7.69	-33.12	-9.34	29.12	5.34	
4.61	7.79	-33.00	-9.93	29.00	5.93	
4.10	6.96	-30.65	-10.13	24.65	4.13	
4.22	6.82	-30.60	-9.52	24.60	3.52	
4.21	6.93	-30.85	-9.81	24.85	3.81	
4.83	7.78	-33.51	-9.39	29.51	5.39	
4.58	7.43	-32.02	-9.14	28.02	5.14	
4.92	7.54	-33.15	-8.55	29.15	4.55	
4.94	7.69	-33.58	-8.88	29.58	4.88	
4.47	7.41	-31.70	-9.35	27.70	5.35	
4.85	7.75	-33.49	-9.25	29.49	5.25	
4.90	7.81	-33.78	-9.27	29.78	5.27	
5.12	7.87	-34.47	-8.87	30.47	4.87	
5.05	7.68	-33.84	-8.58	29.84	4.58	
5.06	7.87	-35.32	-10.04	29.32	4.04	
4.66	7.69	-33.88	-10.57	27.88	4.57	
4.77	7.75	-34.28	-10.44	28.28	4.44	
5.10	7.80	-34.24	-8.76	30.24	4.76	
5.25	7.98	-35.08	-8.84	31.08	4.84	
4.82	7.57	-32.99	-8.88	28.99	4.88	
4.53	7.41	-31.85	-9.19	27.85	5.19	
4.50	7.41	-31.78	-9.27	27.78	5.27	
4.78	7.62	-33.01	-9.11	29.01	5.11	
4.76	7.54	-32.75	-8.97	28.75	4.97	
5.41	8.29	-36.23	-9.20	32.23	5.20	
4.81	7.63	-33.11	-9.03	29.11	5.03	
4.92	7.69	-33.53	-8.94	29.53	4.94	
4.80	7.65	-34.14	-10.12	28.14	4.12	
4.62	7.56	-33.46	-10.37	27.46	4.37	
4.31	7.20	-30.77	-9.24	26.77	5.24	
4.82	7.61	-33.08	-8.96	29.08	4.96	
4.93	7.75	-33.70	-9.03	29.70	5.03	
4.98	7.92	-34.26	-9.36	30.26	5.36	
4.75	7.61	-32.90	-9.16	28.90	5.16	
4.87	7.59	-33.17	-8.80	29.17	4.80	
5.29	8.03	-35.32	-8.84	31.32	4.84	
4.80	7.60	-33.00	-8.98	29.00	4.98	
4.82	7.71	-33.32	-9.22	29.32	5.22	
5.05	7.91	-34.39	-9.16	30.39	5.16	
4.88	7.58	-34.17	-9.75	28.17	3.75	
4.63	7.36	-32.97	-9.83	26.97	3.83	
5.44	8.24	-36.20	-8.99	32.20	4.99	
4.66	7.45	-32.28	-8.96	28.28	4.96	
4.48	7.24	-31.30	-8.88	27.30	4.88	
4.78	7.52	-32.76	-8.86	28.76	4.86	
4.96	7.77	-33.82	-9.03	29.82	5.03	
4.97	7.77	-33.87	-9.00	29.87	5.00	
5.11	7.95	-34.66	-9.09	30.66	5.09	
4.79	7.66	-33.12	-9.18	29.12	5.18	
4.74	7.71	-33.14	-9.42	29.14	5.42	
4.51	7.34	-32.62	-10.05	26.62	4.05	
4.87	7.71	-34.45	-10.11	28.45	4.11	
4.95	7.89	-35.10	-10.37	29.10	4.37	
5.01	8.02	-35.58	-10.53	29.58	4.53	
5.08	7.91	-34.47	-9.06	30.47	5.06	
4.55	7.28	-31.57	-8.81	27.57	4.81	
4.75	7.54	-32.71	-8.98	28.71	4.98	
4.18	6.94	-29.79	-8.92	25.79	4.92	
4.87	7.65	-33.30	-8.95	29.30	4.95	
4.71	7.51	-32.55	-9.01	28.55	5.01	
4.93	7.68	-33.52	-8.88	29.52	4.88	
4.64	7.38	-32.04	-8.85	28.04	4.85	
4.76	7.60	-33.90	-10.09	27.90	4.09	
4.90	7.72	-34.54	-10.04	28.54	4.04	
4.87	7.62	-34.23	-9.87	28.23	3.87	
4.13	6.78	-30.28	-9.63	24.28	3.63	
4.53	7.34	-31.66	-9.02	27.66	5.02	
4.71	7.48	-32.48	-8.92	28.48	4.92	
5.07	7.87	-34.36	-9.00	30.36	5.00	
4.90	7.72	-33.56	-9.06	29.56	5.06	
4.89	7.71	-33.50	-9.05	29.50	5.05	
4.87	7.71	-33.45	-9.10	29.45	5.10	
4.69	7.52	-32.52	-9.08	28.52	5.08	
5.16	8.04	-35.00	-9.22	31.00	5.22	
5.15	8.03	-34.96	-9.19	30.96	5.19	
4.99	7.70	-34.75	-9.78	28.75	3.78	
5.13	7.97	-35.74	-10.10	29.74	4.10	
4.66	7.49	-33.38	-10.07	27.38	4.07	
4.37	7.07	-30.60	-8.74	26.60	4.74	
5.12	7.74	-34.14	-8.54	30.14	4.54	
4.87	7.62	-33.22	-8.89	29.22	4.89	
4.89	7.73	-33.55	-9.10	29.55	5.10	
4.87	7.59	-33.14	-8.81	29.14	4.81	
4.94	7.60	-33.36	-8.67	29.36	4.67	
4.48	7.29	-31.43	-9.02	27.43	5.02	
4.85	7.84	-33.73	-9.49	29.73	5.49	
4.61	7.45	-32.14	-9.10	28.14	5.10	
5.05	7.76	-35.04	-9.77	29.04	3.77	
4.80	7.61	-34.03	-10.04	28.03	4.04	
4.83	7.72	-34.38	-10.23	28.38	4.23	
4.90	7.73	-33.58	-9.09	29.58	5.09	
4.99	7.75	-33.83	-8.90	29.83	4.90	
4.91	7.75	-33.66	-9.11	29.66	5.11	
4.87	7.68	-33.37	-9.02	29.37	5.02	
4.79	7.69	-33.22	-9.26	29.22	5.26	
5.11	7.96	-34.68	-9.11	30.68	5.11	
4.79	7.57	-32.92	-8.95	28.92	4.95	
5.12	7.92	-34.61	-9.01	30.61	5.01	
4.64	7.52	-32.39	-9.19	28.39	5.19	
4.89	7.78	-34.68	-10.21	28.68	4.21	
5.10	7.96	-35.66	-10.15	29.66	4.15	
4.94	7.73	-34.68	-9.96	28.68	3.96	
4.95	7.73	-33.70	-8.93	29.70	4.93	
5.19	8.02	-35.02	-9.07	31.02	5.07	
4.64	7.29	-31.82	-8.63	27.82	4.63	
4.67	7.36	-32.08	-8.71	28.08	4.71	
4.71	7.46	-32.43	-8.88	28.43	4.88	
4.83	7.62	-33.10	-8.98	29.10	4.98	
4.49	7.15	-31.10	-8.67	27.10	4.67	
4.99	7.72	-33.78	-8.83	29.78	4.83	
4.78	7.65	-33.06	-9.18	29.06	5.18	
4.68	7.44	-32.31	-8.91	28.31	4.91	
4.86	7.58	-34.10	-9.80	28.10	3.80	
4.94	7.71	-34.63	-9.92	28.63	3.92	
4.85	7.73	-33.44	-9.21	29.44	5.21	
5.09	7.88	-34.42	-8.98	30.42	4.98	
5.10	7.90	-34.50	-8.98	30.50	4.98	
4.84	7.66	-33.25	-9.05	29.25	5.05	
4.92	7.74	-33.65	-9.07	29.65	5.07	
5.06	7.92	-34.44	-9.15	30.44	5.15	
5.24	7.97	-35.03	-8.82	31.03	4.82	
4.92	7.59	-33.26	-8.67	29.26	4.67	
5.11	7.82	-34.34	-8.78	30.34	4.78	
4.70	7.39	-32.23	-8.74	28.23	4.74	
5.09	7.77	-35.16	-9.71	29.16	3.71	
5.00	7.68	-34.69	-9.72	28.69	3.72	
4.85	7.67	-33.31	-9.04	29.31	5.04	
4.91	7.76	-33.68	-9.13	29.68	5.13	
4.91	7.62	-33.34	-8.78	29.34	4.78	
4.95	7.76	-33.77	-9.03	29.77	5.03	
4.72	7.66	-32.94	-9.35	28.94	5.35	
5.06	8.00	-34.64	-9.36	30.64	5.36	
4.59	7.40	-31.98	-9.00	27.98	5.00	
4.59	7.42	-32.02	-9.10	28.02	5.10	
4.90	7.74	-33.61	-9.12	29.61	5.12	
4.93	7.71	-33.60	-8.93	29.60	4.93	
4.68	7.41	-33.21	-9.83	27.21	3.83	
5.45	8.16	-37.03	-9.78	31.03	3.78	
4.99	7.76	-33.87	-8.92	29.87	4.92	
4.94	7.71	-33.61	-8.92	29.61	4.92	
5.05	7.78	-34.08	-8.81	30.08	4.81	
